;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 1 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;5;7;Bareback Riders;Gold;Final;2
Belief NTS 1 2015;MXO;Cambridge Hornets;13;Emily;Eve;F;1;Cambridge Hornets;5;7;Bareback Riders;Gold;Final;2
Belief NTS 1 2015;MXO;Cambridge Hornets;58;James;Knoop;M;1;Cambridge Hornets;5;7;Bareback Riders;Gold;Final;2
Belief NTS 1 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;5;7;Bareback Riders;Gold;Final;2
Belief NTS 1 2015;MXO;Cambridge Hornets;58;James;Knoop;M;2;Cambridge Hornets;6;5;Wigan Touch Warriors;Gold;¼;2
Belief NTS 1 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;3;Cambridge Hornets;6;5;Wigan Touch Warriors;Gold;¼;2
Belief NTS 1 2015;MXO;Cambridge Hornets;13;Emily;Eve;F;1;Cambridge Hornets;5;1;Oxford Touch;Gold;Pool D;4
Belief NTS 1 2015;MXO;Cambridge Hornets;58;James;Knoop;M;3;Cambridge Hornets;5;1;Oxford Touch;Gold;Pool D;4
Belief NTS 1 2015;MXO;Cambridge Hornets;5;Anna;Goddard;F;1;Cambridge Hornets;5;1;Oxford Touch;Gold;Pool D;4
Belief NTS 1 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;1;Cambridge Hornets;1;1;London Scorpions;Gold;Pool D;4
Belief NTS 1 2015;MXO;Cambridge Hornets;17;Vicki;Franks;F;1;Cambridge Hornets;5;2;Nottingham Hoods;Gold;Pool D;4
Belief NTS 1 2015;MXO;Cambridge Hornets;8;Jon;Lovell;M;1;Cambridge Hornets;5;2;Nottingham Hoods;Gold;Pool D;4
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 2 2015;MXO;Cambridge Hornets;20;Rosannah;Cormack;F;1;Cambridge Hornets;6;6;Durka Touch;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;58;James;Knoop;M;1;Cambridge Hornets;6;6;Durka Touch;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;11;Alexandra;Maskell;F;1;Cambridge Hornets;6;6;Durka Touch;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;6;6;Durka Touch;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;2;Cambridge Hornets;6;6;Durka Touch;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;20;Katherine;Daniels;F;1;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;11;Alexandra;Maskell;F;1;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;2;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;28;Glenn;Creese;M;1;Cambridge Hornets;6;5;London Scorpions;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;58;James;Knoop;M;3;Cambridge Hornets;8;2;Bristol Fijians;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;11;Alexandra;Maskell;F;1;Cambridge Hornets;8;2;Bristol Fijians;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;4;Cambridge Hornets;8;2;Bristol Fijians;Gold;Pool C;4
Belief NTS 2 2015;MXO;Cambridge Hornets;58;James;Knoop;M;1;Cambridge Hornets;5;4;Galaxy Knights;Gold;¼;2
Belief NTS 2 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;3;Cambridge Hornets;5;4;Galaxy Knights;Gold;¼;2
Belief NTS 2 2015;MXO;Cambridge Hornets;58;James;Knoop;M;2;Cambridge Hornets;3;5;Wigan Touch Warriors;Gold;Semifinal;2
Belief NTS 2 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;3;5;Wigan Touch Warriors;Gold;Semifinal;2
;;;;;;;;;;;;;;
Belief NTS 3 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;4;2;Nottingham Hoods;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;17;Vicki;Franks;F;1;Cambridge Hornets;4;2;Nottingham Hoods;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;10;Dan;Mendis;M;1;Cambridge Hornets;4;2;Nottingham Hoods;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;4;2;Nottingham Hoods;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;17;Vicki;Franks;F;1;Cambridge Hornets;2;3;London Galaxy;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;1;Cambridge Hornets;2;3;London Galaxy;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;61;Ben;Power;M;1;Cambridge Hornets;4;1;CSSC Phantoms;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;1;Cambridge Hornets;4;1;CSSC Phantoms;Gold;Pool B;4
Belief NTS 3 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;4;3;Wigan Touch Warriors;Gold;¼;2
Belief NTS 3 2015;MXO;Cambridge Hornets;64;Dan;Mendis;M;1;Cambridge Hornets;4;3;Wigan Touch Warriors;Gold;¼;2
Belief NTS 3 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;2;Cambridge Hornets;4;3;Wigan Touch Warriors;Gold;¼;2
Belief NTS 3 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;3;6;Tumeke Sports;Gold;Semifinal;2
Belief NTS 3 2015;MXO;Cambridge Hornets;64;Ben;Creese;M;2;Cambridge Hornets;3;6;Tumeke Sports;Gold;Semifinal;2
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 1 2015;MXO;Galaxy Knights;11;Nathan;Bourke;M;1;Galaxy Knights;1;4;Tumeke Sports;Gold;Pool B;4
Belief NTS 1 2015;MXO;Galaxy Knights;19;Dafs;Woodward;M;1;Galaxy Knights;1;2;Thames Valley Vikings;Gold;Pool B;4
Belief NTS 1 2015;MXO;Galaxy Knights;12;Zhayne;Nel;M;1;Galaxy Knights;2;2;London Galaxy;Gold;Pool B;4
Belief NTS 1 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;2;2;London Galaxy;Gold;Pool B;4
Belief NTS 1 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;5;2;Bristol Fijians;Bronze;¼;2
Belief NTS 1 2015;MXO;Galaxy Knights;6;Lindsay;Morrison;F;1;Galaxy Knights;5;2;Bristol Fijians;Bronze;¼;2
Belief NTS 1 2015;MXO;Galaxy Knights;14;Amy;Russel;F;1;Galaxy Knights;5;2;Bristol Fijians;Bronze;¼;2
Belief NTS 1 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;2;Galaxy Knights;5;2;Bristol Fijians;Bronze;¼;2
Belief NTS 1 2015;MXO;Galaxy Knights;31;Ceire;Costelloe;F;1;Galaxy Knights;3;5;Nottingham Hoods;Bronze;Semifinal;2
Belief NTS 1 2015;MXO;Galaxy Knights;33;Ruez;Durrani;F;1;Galaxy Knights;3;5;Nottingham Hoods;Bronze;Semifinal;2
Belief NTS 1 2015;MXO;Galaxy Knights;9;Dougie;Benzie;M;;;;;;;;
Belief NTS 1 2015;MXO;Galaxy Knights;28;Tim;Hughes;M;;;;;;;;
Belief NTS 1 2015;MXO;Galaxy Knights;4;Bronte;Angell;F;;;;;;;;
Belief NTS 1 2015;MXO;Galaxy Knights;8;Karen;Matthews;F;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 2 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;5;7;Tumeke Sports;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;9;Dan;Askew;M;1;Galaxy Knights;5;7;Tumeke Sports;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;5;Nathan;Bourke;M;1;Galaxy Knights;5;7;Tumeke Sports;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;19;Dafs;Woodward;M;1;Galaxy Knights;5;7;Tumeke Sports;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;5;Danielle;Cridge;F;1;Galaxy Knights;5;7;Tumeke Sports;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;2;1;Manchester Chargers;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;6;Lindsay;Morrison;F;1;Galaxy Knights;2;1;Manchester Chargers;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;44;Katie;Anderson;F;1;Galaxy Knights;3;2;CSSC Phantoms;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;3;2;CSSC Phantoms;Gold;Pool D;4
Belief NTS 2 2015;MXO;Galaxy Knights;31;Ceire;Costelloe;F;1;Galaxy Knights;3;2;CSSC Phantoms;Gold;Pool D;4
